	score	l_child_score	r_child_score	phrase_length	pred_score	pred_phrase_length
10646	3	3	2	12	3	12
10647	3	3	2	6	3	6
10648	2	3	1	10	3	10
10649	3	2	4	11	3	11
10650	3	3	3	1	3	1
10651	2	2	2	4	2	4
10652	3	2	2	1	3	1
10653	1	2	3	8	3	8
10654	2	2	2	4	3	4
10655	4	2	4	6	3	6
10656	2	2	3	3	2	3
10657	3	2	3	7	2	7
10658	2	2	2	3	2	3
10659	4	2	3	5	3	5
10660	2	2	2	2	2	2
10661	2	3	2	1	2	1
10662	3	3	3	5	2	5
10663	2	2	2	2	2	2
10664	2	3	2	1	2	1
10665	3	2	3	3	3	3
10666	2	2	2	1	2	1
10667	3	2	3	1	3	1
10668	3	2	4	3	1	3
10669	2	2	2	1	2	1
10670	3	3	3	2	3	2
10671	4	2	3	2	1	2
10672	3	3	3	1	3	1
10673	3	3	3	1	4	1
10674	3	3	2	21	3	21
10675	3	3	1	20	2	20
10676	3	3	3	13	2	13
10677	1	2	1	6	2	6
10678	3	2	2	1	3	1
10679	3	2	3	11	1	11
10680	1	2	1	5	2	5
10681	3	4	2	10	3	10
10682	2	2	2	4	2	4
10683	4	3	2	7	2	7
10684	2	2	2	2	3	2
10685	2	1	2	3	2	3
10686	3	3	2	6	2	6
10687	2	2	2	1	2	1
10688	1	2	1	2	3	2
10689	3	2	4	5	2	5
10690	2	1	2	1	2	1
10691	2	2	2	1	2	1
10692	4	3	2	3	2	3
10693	3	2	3	1	3	1
10694	2	2	2	1	2	1
10695	4	3	2	4	4	4
10696	3	3	4	3	4	3
10697	3	3	2	1	2	1
10698	4	4	3	1	4	1
10699	3	2	2	12	1	12
10700	2	2	3	11	2	11
10701	2	2	2	1	2	1
10702	3	2	2	9	1	9
10703	2	2	2	8	1	8
10704	2	2	3	7	1	7
10705	3	3	2	6	2	6
10706	3	2	2	4	2	4
10707	2	2	2	1	2	1
10708	2	2	2	3	2	3
10709	2	2	2	2	3	2
10710	2	2	2	1	2	1
10711	2	2	3	11	3	11
10712	3	3	2	10	3	10
10713	3	2	3	9	3	9
10714	2	1	2	5	2	5
10715	3	2	3	3	3	3
10716	1	2	3	4	2	4
10717	3	3	2	2	3	2
10718	2	2	2	1	2	1
10719	3	2	2	2	2	2
10720	3	3	1	1	3	1
10721	2	2	2	1	2	1
10722	4	3	2	14	3	14
10723	3	4	2	13	3	13
10724	4	3	2	8	3	8
10725	2	2	2	4	3	4
10726	3	2	3	2	3	2
10727	2	2	3	5	2	5
10728	2	2	3	3	3	3
10729	3	2	3	1	2	1
10730	3	3	2	4	2	4
10731	3	3	3	2	3	2
10732	3	2	2	1	3	1
10733	2	2	2	2	2	2
10734	3	2	2	1	3	1
10735	2	2	2	1	2	1
10736	3	2	2	26	1	26
10737	2	2	2	20	1	20
10738	2	2	2	5	2	5
10739	2	2	3	19	2	19
10740	2	2	2	4	2	4
10741	3	3	2	18	1	18
10742	2	2	2	3	2	3
10743	3	2	2	14	2	14
10744	2	2	1	3	2	3
10745	2	2	2	2	2	2
10746	2	2	3	13	1	13
10747	1	2	2	2	2	2
10748	2	2	2	1	2	1
10749	2	2	2	8	2	8
10750	3	2	2	4	2	4
10751	2	2	3	1	2	1
10752	2	2	3	7	1	7
10753	2	2	2	3	2	3
10754	2	1	2	5	2	5
10755	3	2	3	1	2	1
10756	2	2	2	2	2	2
10757	1	1	1	4	2	4
10758	2	2	2	1	2	1
10759	1	2	1	3	1	3
10760	2	2	2	1	2	1
10761	1	3	1	1	2	1
10762	2	1	1	9	1	9
10763	1	2	1	6	2	6
10764	1	2	2	2	1	2
10765	1	2	3	5	2	5
10766	2	2	2	1	2	1
10767	2	2	2	1	2	1
10768	3	2	1	3	2	3
10769	1	2	2	2	2	2
10770	2	2	2	1	1	1
10771	2	3	2	12	3	12
10772	2	3	2	11	3	11
10773	3	2	1	10	2	10
10774	1	2	3	9	2	9
10775	2	2	1	3	2	3
10776	3	2	2	5	2	5
10777	1	2	1	2	1	2
10778	2	2	2	4	2	4
10779	1	1	2	1	2	1
10780	2	2	2	1	2	1
10781	2	2	1	2	2	2
10782	1	2	2	1	2	1
10783	3	2	3	24	1	24
10784	2	1	2	2	2	2
10785	3	3	2	21	1	21
10786	2	2	3	1	2	1
10787	3	3	3	20	1	20
10788	3	2	3	19	1	19
10789	3	2	3	18	2	18
10790	3	2	2	17	2	17
10791	2	2	2	1	2	1
10792	2	2	2	15	3	15
10793	2	2	3	14	2	14
10794	3	2	3	13	3	13
10795	3	2	3	12	2	12
10796	3	2	3	11	3	11
10797	2	2	2	1	2	1
10798	3	2	3	9	2	9
10799	3	2	3	8	2	8
10800	3	3	2	7	2	7
10801	3	3	2	6	2	6
10802	3	3	2	4	2	4
10803	2	2	1	1	2	1
10804	3	3	2	1	2	1
10805	2	2	2	2	2	2
10806	2	2	2	1	2	1
10807	4	2	3	9	3	9
10808	3	3	2	8	3	8
10809	3	2	4	7	3	7
10810	4	2	3	6	3	6
10811	3	2	2	5	3	5
10812	2	2	3	4	3	4
10813	2	2	2	2	2	2
10814	3	2	2	1	3	1
10815	2	2	2	1	2	1
10816	3	2	2	13	3	13
10817	2	2	2	12	3	12
10818	2	2	2	11	3	11
10819	2	2	3	10	3	10
10820	3	2	3	9	2	9
10821	3	2	2	8	3	8
10822	2	2	2	3	2	3
10823	2	4	2	4	3	4
10824	2	2	2	2	2	2
10825	2	2	2	3	2	3
10826	2	2	3	1	2	1
10827	2	3	0	2	2	2
10828	3	4	2	1	3	1
10829	3	2	3	14	3	14
10830	2	2	2	2	2	2
10831	3	3	2	11	3	11
10832	2	2	2	1	1	1
10833	3	2	3	10	3	10
10834	3	2	3	9	2	9
10835	3	2	2	8	2	8
10836	2	2	2	2	2	2
10837	2	3	3	5	2	5
10838	2	3	2	1	2	1
10839	3	2	2	2	2	2
10840	3	3	2	2	2	2
10841	2	2	2	1	2	1
10842	2	2	2	1	2	1
10843	4	2	4	9	3	9
10844	2	2	2	4	2	4
10845	4	2	4	4	3	4
10846	2	2	2	3	2	3
10847	4	2	4	3	3	3
10848	2	2	2	2	2	2
10849	4	3	2	2	3	2
10850	2	2	2	1	2	1
10851	3	2	4	1	3	1
10852	4	2	4	8	3	8
10853	4	4	2	7	3	7
10854	4	2	4	6	3	6
10855	2	2	2	1	2	1
10856	4	2	3	4	3	4
10857	2	2	2	2	2	2
10858	3	3	2	1	3	1
10859	2	2	2	1	2	1
10860	4	4	2	23	3	23
10861	4	3	4	20	3	20
10862	2	2	2	2	3	2
10863	3	2	3	4	3	4
10864	4	2	4	15	3	15
10865	2	2	2	1	2	1
10866	3	2	3	3	3	3
10867	4	3	2	14	3	14
10868	3	2	1	2	2	2
10869	3	3	4	2	3	2
10870	2	2	2	11	3	11
10871	1	3	2	1	2	1
10872	3	2	2	1	3	1
10873	2	2	3	1	2	1
10874	2	2	2	9	2	9
10875	2	2	2	8	2	8
10876	2	2	2	1	2	1
10877	2	2	2	6	2	6
10878	2	3	2	5	2	5
10879	3	2	2	4	2	4
10880	2	2	2	2	2	2
10881	2	2	2	1	2	1
10882	2	2	3	1	2	1
10883	3	2	3	24	1	24
10884	2	2	2	18	1	18
10885	3	2	2	5	2	5
10886	2	2	1	8	2	8
10887	2	2	2	9	2	9
10888	2	2	2	4	2	4
10889	1	1	3	7	2	7
10890	2	2	2	8	2	8
10891	2	2	2	3	2	3
10892	3	2	3	6	2	6
10893	2	3	2	7	2	7
10894	2	2	2	2	2	2
10895	3	2	3	5	2	5
10896	3	2	3	2	2	2
10897	2	2	2	4	2	4
10898	2	2	2	1	2	1
10899	3	4	2	4	3	4
10900	3	2	1	1	2	1
10901	2	2	2	3	2	3
10902	2	2	2	3	2	3
10903	2	2	2	2	2	2
10904	2	2	2	2	2	2
10905	2	2	2	1	2	1
10906	2	2	2	1	2	1
10907	3	1	2	19	1	19
10908	1	2	1	11	2	11
10909	2	2	2	7	1	7
10910	2	2	2	1	2	1
10911	1	2	2	9	2	9
10912	2	2	3	6	2	6
10913	2	2	2	8	2	8
10914	2	2	2	1	2	1
10915	3	2	3	4	2	4
10916	2	1	2	7	2	7
10917	2	2	2	1	2	1
10918	3	2	2	2	2	2
10919	1	1	2	3	2	3
10920	2	2	2	3	2	3
10921	2	2	2	1	2	1
10922	2	2	3	2	2	2
10923	2	2	2	2	2	2
10924	3	2	2	1	2	1
10925	2	2	2	1	2	1
10926	3	2	3	32	1	32
10927	2	2	2	1	2	1
10928	3	1	4	30	3	30
10929	1	2	1	1	1	1
10930	4	3	3	28	3	28
10931	3	2	4	5	3	5
10932	3	2	2	22	3	22
10933	4	2	4	4	3	4
10934	2	3	3	21	3	21
10935	4	4	2	3	3	3
10936	3	3	1	13	3	13
10937	3	2	4	7	3	7
10938	4	2	4	1	4	1
10939	2	2	2	1	2	1
10940	3	3	2	8	3	8
10941	1	2	3	4	1	4
10942	2	2	2	2	2	2
10943	4	2	3	4	3	4
10944	3	3	2	7	3	7
10945	2	2	2	1	2	1
10946	3	2	2	2	2	2
10947	2	2	1	1	2	1
10948	3	1	2	3	3	3
10949	3	2	3	3	3	3
10950	2	2	2	3	2	3
10951	2	3	2	1	2	1
10952	1	2	3	1	2	1
10953	2	2	3	1	2	1
10954	3	3	2	2	4	2
10955	2	2	2	2	2	2
10956	2	2	2	1	2	1
10957	2	2	2	1	2	1
10958	2	2	2	21	3	21
10959	2	2	2	20	2	20
10960	2	2	2	12	3	12
10961	2	2	2	7	2	7
10962	2	2	2	11	2	11
10963	2	2	2	3	2	3
10964	2	2	2	3	2	3
10965	2	2	3	10	3	10
10966	2	2	2	2	2	2
10967	2	2	2	2	2	2
10968	2	2	2	4	2	4
10969	3	2	2	5	3	5
10970	2	2	1	1	2	1
10971	2	2	2	1	2	1
10972	2	2	2	1	2	1
10973	2	2	4	2	2	2
10974	2	2	2	4	3	4
10975	4	3	2	1	2	1
10976	2	2	3	3	2	3
10977	3	2	2	2	2	2
10978	2	2	2	1	2	1
10979	2	2	2	27	1	27
10980	2	3	2	26	1	26
10981	3	2	4	25	1	25
10982	2	2	2	1	2	1
10983	4	2	3	23	1	23
10984	3	3	2	22	1	22
10985	3	2	2	4	1	4
10986	2	2	3	17	1	17
10987	2	2	2	3	1	3
10988	3	3	3	16	1	16
10989	2	1	1	2	1	2
10990	3	2	2	2	2	2
10991	3	2	1	13	1	13
10992	1	2	2	1	2	1
10993	2	2	2	1	2	1
10994	1	1	2	12	1	12
10995	1	2	2	2	2	2
10996	2	2	3	9	2	9
10997	2	2	1	1	2	1
10998	3	2	2	8	3	8
10999	2	2	3	7	2	7
11000	3	3	1	6	2	6
11001	3	3	2	1	2	1
11002	1	2	2	4	2	4
11003	2	2	2	3	2	3
11004	2	2	2	2	2	2
11005	2	2	3	1	2	1
11006	4	2	4	36	1	36
11007	2	3	2	7	2	7
11008	4	4	2	28	1	28
11009	3	3	2	5	2	5
11010	2	2	2	1	2	1
11011	4	2	3	27	1	27
11012	3	1	2	4	2	4
11013	2	2	2	1	2	1
11014	3	4	2	25	1	25
11015	2	2	2	3	2	3
11016	4	4	2	15	2	15
11017	2	3	1	9	2	9
11018	2	2	3	2	2	2
11019	4	3	3	14	2	14
11020	3	2	2	8	2	8
11021	3	3	2	1	2	1
11022	3	2	4	8	2	8
11023	3	2	4	5	2	5
11024	2	2	3	7	2	7
11025	2	2	2	1	2	1
11026	4	2	3	6	2	6
11027	4	2	3	4	2	4
11028	3	2	2	6	2	6
11029	3	3	2	5	2	5
11030	2	2	2	1	2	1
11031	3	2	3	2	3	2
11032	2	2	2	5	2	5
11033	3	2	3	1	2	1
11034	2	2	2	3	2	3
11035	3	3	3	1	3	1
11036	2	3	2	4	2	4
11037	2	2	2	2	2	2
11038	3	2	3	1	3	1
11039	2	2	2	2	2	2
11040	2	2	2	1	2	1
11041	2	2	2	1	2	1
11042	2	1	3	16	3	16
11043	1	2	1	7	2	7
11044	3	2	3	8	3	8
11045	1	2	1	6	1	6
11046	3	2	3	7	3	7
11047	2	2	2	2	3	2
11048	1	1	3	3	1	3
11049	3	3	2	6	3	6
11050	2	2	2	1	2	1
11051	1	1	2	2	1	2
11052	3	2	3	5	3	5
11053	1	2	2	1	1	1
11054	2	2	3	1	2	1
11055	3	2	3	3	3	3
11056	3	3	2	2	3	2
11057	2	2	3	1	3	1
11058	4	2	4	18	1	18
11059	2	2	1	1	2	1
11060	4	4	2	16	1	16
11061	4	2	4	15	1	15
11062	4	4	3	14	1	14
11063	4	2	4	7	2	7
11064	3	2	1	6	2	6
11065	2	2	1	1	2	1
11066	4	2	4	5	2	5
11067	1	2	2	5	2	5
11068	4	3	3	4	2	4
11069	2	2	2	4	2	4
11070	3	4	2	3	2	3
11071	2	2	1	1	2	1
11072	2	2	2	2	2	2
11073	4	2	3	2	2	2
11074	2	2	2	1	2	1
11075	3	1	3	1	1	1
11076	4	4	2	17	3	17
11077	4	4	3	11	4	11
11078	2	2	2	5	2	5
11079	4	4	2	7	3	7
11080	3	2	4	3	4	3
11081	2	2	2	4	2	4
11082	4	2	3	6	4	6
11083	4	3	4	2	4	2
11084	2	2	1	3	2	3
11085	3	4	3	5	4	5
11086	3	4	2	1	3	1
11087	1	2	2	2	2	2
11088	4	4	2	2	4	2
11089	3	2	3	2	2	2
11090	2	2	2	1	2	1
11091	4	4	2	1	3	1
11092	3	2	2	1	2	1
11093	4	3	2	17	3	17
11094	3	3	3	16	2	16
11095	3	2	3	9	3	9
11096	3	2	4	6	2	6
11097	3	2	4	8	2	8
11098	4	3	2	5	3	5
11099	4	2	3	7	3	7
11100	3	2	2	2	3	2
11101	2	2	2	2	2	2
11102	3	3	2	6	3	6
11103	2	3	2	1	3	1
11104	2	2	2	1	2	1
11105	3	2	3	4	3	4
11106	2	2	2	1	2	1
11107	2	1	2	2	1	2
11108	3	3	3	1	4	1
11109	1	2	0	1	2	1
11110	3	2	3	15	1	15
11111	2	2	2	1	2	1
11112	3	4	2	13	1	13
11113	4	3	3	12	1	12
11114	3	3	3	6	2	6
11115	3	2	3	5	2	5
11116	3	2	2	3	2	3
11117	3	2	2	2	2	2
11118	3	2	3	4	2	4
11119	2	2	2	2	2	2
11120	2	2	2	1	2	1
11121	2	2	2	2	2	2
11122	3	2	3	1	2	1
11123	2	3	2	1	2	1
11124	2	2	2	1	2	1
11125	3	2	4	7	1	7
11126	4	2	3	6	1	6
11127	3	1	3	5	3	5
11128	3	4	2	4	3	4
11129	4	4	2	3	3	3
11130	2	2	3	2	3	2
11131	3	2	3	1	3	1
11132	3	2	3	8	3	8
11133	3	2	3	7	3	7
11134	2	2	2	2	2	2
11135	3	2	3	4	3	4
11136	2	2	3	1	2	1
11137	3	2	3	3	3	3
11138	2	2	2	1	2	1
11139	3	2	2	1	3	1
11140	3	2	2	25	1	25
11141	2	3	2	24	3	24
11142	3	2	3	23	3	23
11143	2	0	2	9	2	9
11144	3	2	3	13	3	13
11145	0	1	2	8	2	8
11146	3	3	4	12	3	12
11147	1	3	2	7	2	7
11148	3	2	2	3	2	3
11149	4	2	3	8	3	8
11150	2	2	2	6	2	6
11151	2	2	2	2	2	2
11152	2	2	2	4	2	4
11153	3	2	4	3	2	3
11154	2	2	3	5	2	5
11155	2	2	2	1	2	1
11156	2	2	2	3	2	3
11157	4	2	2	2	2	2
11158	3	2	2	4	2	4
11159	2	2	2	2	2	2
11160	2	2	2	1	2	1
11161	2	2	2	1	2	1
11162	2	2	2	2	2	2
11163	2	2	2	1	2	1
11164	2	2	2	1	2	1
11165	3	1	2	12	1	12
11166	1	2	1	2	1	2
11167	2	3	2	9	3	9
11168	1	0	3	1	1	1
11169	3	2	3	8	3	8
11170	2	2	2	1	2	1
11171	3	2	3	6	3	6
11172	3	2	3	5	3	5
11173	3	2	2	4	3	4
11174	2	2	2	3	3	3
11175	2	1	2	2	3	2
11176	2	2	2	1	3	1
11177	4	3	4	19	2	19
11178	3	3	2	4	2	4
11179	4	2	3	14	1	14
11180	2	2	2	3	2	3
11181	3	1	3	13	1	13
11182	2	2	3	2	2	2
11183	3	3	2	12	3	12
11184	3	2	2	1	2	1
11185	3	3	3	11	3	11
11186	3	2	3	3	3	3
11187	3	2	3	7	2	7
11188	3	3	2	2	3	2
11189	3	2	2	6	2	6
11190	3	2	3	1	3	1
11191	2	2	3	3	2	3
11192	2	2	3	2	2	2
11193	3	4	2	2	2	2
11194	3	2	3	1	3	1
11195	4	2	3	1	2	1
11196	3	4	2	17	3	17
11197	4	1	4	16	3	16
11198	1	1	2	10	3	10
11199	4	2	3	5	3	5
11200	1	2	2	9	3	9
11201	3	2	3	4	3	4
11202	2	2	1	8	3	8
11203	3	2	3	3	2	3
11204	1	2	1	7	2	7
11205	3	2	4	2	3	2
11206	1	1	2	6	2	6
11207	4	2	3	1	3	1
11208	1	2	1	2	2	2
11209	2	2	2	3	2	3
11210	1	2	2	1	2	1
11211	2	2	3	2	2	2
11212	3	2	2	1	3	1
11213	4	4	2	6	3	6
11214	4	3	2	5	4	5
11215	3	2	4	3	4	3
11216	2	2	2	1	2	1
11217	4	4	2	2	4	2
11218	4	3	4	1	4	1
11219	4	2	3	30	3	30
11220	2	3	2	8	2	8
11221	3	2	4	21	3	21
11222	3	3	1	7	2	7
11223	4	3	3	20	2	20
11224	3	3	2	2	3	2
11225	1	2	1	4	2	4
11226	3	2	2	2	2	2
11227	3	2	4	17	3	17
11228	3	2	4	1	2	1
11229	2	2	2	1	2	1
11230	1	2	2	2	2	2
11231	2	2	2	1	2	1
11232	4	2	4	16	3	16
11233	2	2	2	1	2	1
11234	4	2	4	15	3	15
11235	4	2	4	14	3	14
11236	4	2	4	13	3	13
11237	4	2	3	12	3	12
11238	2	3	2	1	2	1
11239	3	2	3	10	3	10
11240	3	2	4	9	3	9
11241	4	2	4	8	3	8
11242	4	3	4	7	3	7
11243	4	2	3	6	3	6
11244	3	2	4	5	3	5
11245	4	2	4	4	3	4
11246	4	2	4	3	3	3
11247	4	2	4	2	3	2
11248	4	4	2	1	3	1
11249	3	3	3	15	3	15
11250	3	2	3	2	3	2
11251	3	2	2	12	1	12
11252	3	2	2	1	3	1
11253	2	2	2	11	1	11
11254	2	1	2	2	2	2
11255	2	1	4	8	3	8
11256	2	2	2	1	2	1
11257	1	1	2	6	2	6
11258	4	2	3	1	2	1
11259	1	1	2	5	1	5
11260	1	2	1	4	1	4
11261	1	2	1	3	1	3
11262	1	1	2	2	1	2
11263	1	0	2	1	1	1
11264	3	3	2	18	3	18
11265	3	3	2	15	3	15
11266	2	2	2	2	2	2
11267	3	2	3	7	2	7
11268	2	2	2	7	3	7
11269	2	2	3	1	2	1
11270	3	3	3	6	2	6
11271	2	3	2	6	3	6
11272	3	3	1	3	2	3
11273	3	3	2	2	2	2
11274	3	2	2	2	4	2
11275	2	2	2	3	2	3
11276	3	3	2	2	2	2
11277	2	2	2	1	2	1
11278	2	3	2	1	4	1
11279	2	2	3	2	2	2
11280	3	2	2	1	3	1
11281	3	2	2	1	2	1
11282	4	4	4	29	3	29
11283	4	3	4	2	3	2
11284	4	2	4	26	3	26
11285	4	2	3	1	3	1
11286	4	4	2	25	3	25
11287	4	4	4	24	3	24
11288	4	3	2	4	3	4
11289	4	2	4	19	2	19
11290	2	2	2	3	2	3
11291	4	2	4	18	2	18
11292	2	2	2	2	2	2
11293	4	2	3	17	2	17
11294	2	2	2	1	2	1
11295	3	3	3	16	3	16
11296	3	3	2	12	1	12
11297	3	2	3	3	3	3
11298	3	3	3	11	1	11
11299	2	2	2	1	2	1
11300	3	2	2	1	3	1
11301	3	4	2	5	1	5
11302	3	2	2	5	2	5
11303	4	2	3	4	1	4
11304	2	2	3	4	2	4
11305	2	3	4	1	1	1
11306	3	2	2	2	2	2
11307	3	2	2	3	2	3
11308	2	2	2	1	2	1
11309	2	2	2	2	2	2
11310	2	2	2	1	2	1
11311	3	4	2	10	3	10
11312	4	4	2	6	4	6
11313	2	2	3	3	2	3
11314	4	2	3	4	4	4
11315	2	2	2	1	2	1
11316	3	2	2	2	2	2
11317	3	3	4	3	4	3
11318	2	2	2	1	2	1
11319	4	2	3	2	4	2
11320	3	2	3	1	3	1
11321	4	3	2	22	3	22
11322	3	2	3	21	3	21
11323	2	2	1	11	1	11
11324	3	2	3	9	3	9
11325	2	2	2	2	2	2
11326	1	2	2	8	1	8
11327	3	4	2	8	3	8
11328	2	2	1	1	2	1
11329	2	2	1	7	1	7
11330	4	2	3	5	4	5
11331	2	2	2	2	2	2
11332	1	1	2	6	1	6
11333	3	3	2	4	3	4
11334	2	2	2	1	2	1
11335	1	2	1	3	1	3
11336	2	2	2	2	2	2
11337	3	2	3	2	3	2
11338	2	2	2	1	2	1
11339	1	1	2	2	2	2
11340	2	2	1	1	2	1
11341	3	3	2	1	3	1
11342	1	2	1	1	1	1
11343	3	2	2	37	1	37
11344	2	3	2	36	1	36
11345	3	2	2	35	1	35
11346	2	2	2	7	2	7
11347	2	2	1	27	1	27
11348	2	2	2	6	2	6
11349	1	2	2	26	1	26
11350	2	3	1	5	1	5
11351	2	2	3	1	2	1
11352	2	2	1	24	1	24
11353	3	2	2	2	2	2
11354	1	2	1	2	1	2
11355	1	2	3	23	1	23
11356	2	2	2	1	2	1
11357	1	2	2	1	2	1
11358	3	2	1	22	1	22
11359	1	2	1	21	1	21
11360	1	2	2	20	1	20
11361	2	2	2	6	1	6
11362	2	2	2	13	1	13
11363	2	2	2	5	1	5
11364	2	1	2	12	1	12
11365	2	2	2	4	1	4
11366	1	2	2	5	1	5
11367	2	2	2	6	2	6
11368	2	2	2	3	1	3
11369	2	2	2	4	1	4
11370	2	2	2	5	2	5
11371	2	2	2	2	1	2
11372	2	2	1	3	1	3
11373	2	3	2	1	2	1
11374	2	2	2	3	2	3
11375	2	2	2	1	1	1
11376	2	2	2	1	2	1
11377	1	2	2	1	1	1
11378	2	2	2	2	2	2
11379	2	2	2	1	2	1
11380	4	3	2	24	1	24
11381	3	2	3	23	2	23
11382	2	2	2	1	2	1
11383	3	2	3	21	2	21
11384	2	2	2	5	2	5
11385	3	2	3	15	2	15
11386	2	3	2	3	2	3
11387	2	2	2	1	2	1
11388	3	2	2	14	3	14
11389	3	2	2	2	2	2
11390	2	2	2	13	2	13
11391	2	2	2	1	2	1
11392	2	2	3	12	2	12
11393	3	2	3	11	3	11
11394	3	2	3	10	3	10
11395	3	2	2	9	2	9
11396	2	2	2	6	3	6
11397	2	2	2	2	2	2
11398	2	2	3	5	3	5
11399	2	2	2	1	2	1
11400	3	2	4	4	3	4
11401	4	4	2	3	3	3
11402	4	4	2	2	3	2
11403	2	2	2	1	2	1
11404	3	3	2	11	3	11
11405	3	3	2	9	3	9
11406	2	2	2	1	2	1
11407	3	2	3	3	3	3
11408	2	2	2	5	2	5
11409	3	4	2	2	3	2
11410	2	2	2	4	2	4
11411	2	2	3	1	2	1
11412	2	2	2	3	2	3
11413	2	2	3	2	2	2
11414	3	2	2	1	3	1
11415	3	3	2	22	3	22
11416	3	3	2	21	3	21
11417	3	4	2	9	3	9
11418	2	2	2	11	2	11
11419	4	2	3	8	3	8
11420	2	2	2	8	2	8
11421	2	2	2	2	2	2
11422	2	2	2	1	2	1
11423	3	2	4	6	3	6
11424	2	2	2	7	2	7
11425	2	2	2	1	2	1
11426	4	2	3	5	3	5
11427	2	2	2	3	3	3
11428	2	2	2	3	1	3
11429	3	2	2	4	3	4
11430	2	2	2	2	3	2
11431	2	2	2	2	1	2
11432	2	2	2	1	3	1
11433	2	2	2	2	3	2
11434	2	2	2	1	2	1
11435	2	1	2	1	1	1
11436	2	2	2	1	2	1
11437	4	2	4	25	1	25
11438	2	2	2	8	1	8
11439	4	2	3	16	1	16
11440	2	1	2	7	1	7
11441	3	2	3	15	1	15
11442	1	2	0	1	1	1
11443	2	2	2	5	1	5
11444	2	2	2	1	2	1
11445	3	3	2	13	1	13
11446	2	2	2	4	1	4
11447	3	2	3	12	1	12
11448	2	2	2	2	1	2
11449	2	2	2	1	2	1
11450	3	3	3	11	1	11
11451	2	2	1	1	2	1
11452	3	2	3	7	1	7
11453	3	2	3	3	1	3
11454	2	2	2	2	2	2
11455	3	2	2	4	2	4
11456	3	3	4	2	3	2
11457	2	1	3	1	2	1
11458	2	2	4	3	2	3
11459	4	4	3	1	3	1
11460	4	2	3	2	2	2
11461	2	1	2	1	1	1
11462	4	4	2	20	3	20
11463	4	4	3	4	3	4
11464	2	2	3	15	1	15
11465	3	2	3	3	3	3
11466	3	2	3	14	1	14
11467	3	2	3	2	3	2
11468	2	2	2	1	2	1
11469	3	4	2	12	1	12
11470	3	2	2	1	3	1
11471	4	2	4	11	1	11
11472	4	2	3	10	1	10
11473	2	2	2	1	2	1
11474	3	2	4	8	1	8
11475	4	2	2	7	1	7
11476	2	1	2	6	2	6
11477	2	2	1	5	1	5
11478	1	3	1	4	2	4
11479	1	2	2	3	1	3
11480	2	2	1	2	1	2
11481	2	1	2	1	1	1
11482	3	1	2	14	3	14
11483	1	2	0	4	1	4
11484	2	2	3	9	3	9
11485	0	2	0	3	1	3
11486	3	3	2	8	3	8
11487	0	1	2	2	1	2
11488	3	2	3	7	3	7
11489	2	2	3	1	2	1
11490	2	2	2	1	2	1
11491	3	2	2	5	3	5
11492	2	2	2	4	3	4
11493	2	3	2	3	3	3
11494	2	2	3	2	3	2
11495	3	2	3	1	2	1
11496	2	3	1	19	1	19
11497	3	3	2	5	2	5
11498	1	2	2	13	1	13
11499	3	2	3	2	2	2
11500	2	2	2	2	2	2
11501	2	2	2	12	1	12
11502	3	3	2	1	2	1
11503	2	2	2	1	2	1
11504	2	2	2	11	1	11
11505	2	2	2	5	2	5
11506	2	2	1	5	2	5
11507	2	2	2	3	2	3
11508	2	2	2	1	2	1
11509	1	2	3	4	2	4
11510	2	0	2	2	1	2
11511	3	2	2	3	2	3
11512	2	1	3	1	1	1
11513	2	2	2	2	2	2
11514	2	2	2	1	2	1
11515	4	2	4	35	3	35
11516	4	3	2	34	3	34
11517	3	3	3	33	3	33
11518	3	2	2	2	3	2
11519	3	2	3	30	1	30
11520	2	2	4	1	3	1
11521	2	2	2	3	2	3
11522	3	2	3	26	1	26
11523	2	2	2	1	2	1
11524	2	2	2	1	2	1
11525	3	2	2	25	1	25
11526	2	2	2	24	1	24
11527	2	2	2	1	2	1
11528	2	2	3	22	1	22
11529	3	2	3	21	1	21
11530	3	2	3	20	1	20
11531	2	3	2	4	2	4
11532	3	2	3	15	1	15
11533	3	2	2	3	2	3
11534	3	2	2	14	1	14
11535	2	2	2	2	2	2
11536	2	2	3	13	1	13
11537	2	2	2	1	2	1
11538	3	3	2	12	1	12
11539	3	2	2	1	2	1
11540	2	2	2	10	1	10
11541	2	2	2	3	2	3
11542	2	2	0	6	1	6
11543	2	2	2	2	2	2
11544	0	2	1	5	1	5
11545	2	2	2	1	2	1
11546	1	2	2	4	1	4
11547	2	1	2	3	1	3
11548	1	2	1	2	0	2
11549	1	0	1	1	0	1
11550	3	2	3	11	3	11
11551	2	2	2	2	2	2
11552	3	3	2	8	3	8
11553	2	2	2	1	2	1
11554	3	2	3	7	3	7
11555	2	2	1	1	2	1
11556	3	2	3	5	3	5
11557	3	2	3	4	3	4
11558	3	2	3	3	3	3
11559	3	2	3	2	3	2
11560	3	4	2	1	3	1
11561	3	2	3	9	1	9
11562	3	3	2	8	3	8
11563	3	2	3	7	2	7
11564	3	2	4	6	2	6
11565	4	3	2	5	2	5
11566	3	2	2	1	3	1
11567	2	2	3	3	2	3
11568	3	2	2	2	2	2
11569	2	2	2	1	2	1
11570	4	2	3	21	3	21
11571	2	2	3	3	3	3
11572	3	2	2	17	1	17
11573	2	2	2	1	2	1
11574	3	4	2	1	3	1
11575	2	2	2	16	1	16
11576	2	2	2	15	1	15
